"U Rathaus Schöneberg (Berlin)","13.342015","52.483045",,"Treppe",,"not-barrier-free",,,,,,,,
"U Rehberge (Berlin)","13.340346","52.557136",,"Treppe",,"not-barrier-free",,,,,,,,
"U Reinickendorfer Str. (Berlin)","13.370332","52.539993","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Residenzstr. (Berlin)","13.360335","52.571403",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Richard-Wagner-Platz (Berlin)","13.306634","52.516634",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Rohrdamm (Berlin)","13.262337","52.536995",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Rosa-Luxemburg-Platz (Berlin)","13.410598","52.527379",,"Treppe",,"not-barrier-free",,,,,,,,
"U Rosenthaler Platz (Berlin)","13.4","52.530252","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Rüdesheimer Platz (Berlin)","13.314418","52.473125",,"Treppe",,"not-barrier-free",,,,,,,,
"U Rudow (Berlin)","13.495717","52.416054","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Ruhleben (Berlin)","13.241238","52.52565","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Samariterstr. (Berlin)","13.453992","52.514844",,"Treppe",,"not-barrier-free",,,,,,,,
"U Scharnweberstr. (Berlin)","13.312701","52.566792",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Schillingstr. (Berlin)","13.410598","52.520215",,"Treppe",,"not-barrier-free",,,,,,,,
"U Schlesisches Tor (Berlin)","13.441565","52.500911",,"Treppe",,"not-barrier-free",,,,,,,,
"U Schloßstr. (Berlin)","13.324367","52.460742",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Schönleinstr. (Berlin)","13.421728","52.493597",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Schwartzkopffstr. (Berlin)","13.376844","52.535549","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Seestr. (Berlin)","13.352931","52.549881",,"Treppe",,"not-barrier-free",,,,,,,,
"U Senefelderplatz (Berlin)","13.4128","52.532715",,"Treppe",,"not-barrier-free",,,,,,,,
"U Siemensdamm (Berlin)","13.27305","52.536592",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Sophie-Charlotte-Platz (Berlin)","13.296544","52.510924","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Spichernstr. (Berlin)","13.331046","52.49657",,"Rolltreppe","nur Bahnsteig U9","not-barrier-free",,,,,,,,
"U Spittelmarkt (Berlin)","13.402348","52.511301","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Stadtmitte (Berlin)","13.389725","52.51124","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Strausberger Platz (Berlin)","13.431096","52.518146",,"Treppe",,"not-barrier-free",,,,,,,,
"U Südstern (Berlin)","13.406767","52.489429","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Theodor-Heuss-Platz (Berlin)","13.272685","52.510026","teilweise Zugang ohne Stufen","Aufzug","nur Richtung Ruhleben","partially-barrier-free",,,,,,,,
"U Thielplatz (Berlin)","13.281599","52.450099",,"Treppe",,"not-barrier-free",,,,,,,,
"U Tierpark (Berlin)","13.523484","52.497851","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Turmstr. (Berlin)","13.342256","52.526000",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Uhlandstr. (Berlin)","13.326736","52.50282",,"Treppe",,"not-barrier-free",,,,,,,,
"U Ullsteinstr. (Berlin)","13.384484","52.453805",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Viktoria-Luise-Platz (Berlin)","13.343556","52.496215",,"Treppe",,"not-barrier-free",,,,,,,,
"U Vinetastr. (Berlin)","13.413438","52.559306",,"Treppe",,"not-barrier-free",,,,,,,,
"U Voltastr. (Berlin)","13.392933","52.542216",,"Treppe",,"not-barrier-free",,,,,,,,
"U Walther-Schreiber-Platz (Berlin)","13.328225","52.466146","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Weberwiese (Berlin)","13.4446","52.516809",,"Treppe",,"not-barrier-free",,,,,,,,
"U Weinmeisterstr. (Berlin)","13.404896","52.525508",,"Treppe",,"not-barrier-free",,,,,,,,
"U Westphalweg (Berlin)","13.385618","52.446389",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Wilmersdorfer Str. (Berlin)","13.306686","52.506683","Zugang ohne Stufen","Aufzug",,"barrier-free",,,,,,,,
"U Wittenbergplatz (Berlin)","13.343031","52.501819","teilweise Zugang ohne Stufen","Aufzug","nicht zum Bahnsteig Richtung Warschauer Str.","partially-barrier-free",,,,,,,,
"U Wutzkyallee (Berlin)","13.47493","52.423301",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Zinnowitzer Str. (Berlin)","13.38228","52.531208",,"Treppe",,"not-barrier-free",,,,,,,,
"U Zitadelle (Berlin)","13.217437","52.537826",,"Rolltreppe",,"not-barrier-free",,,,,,,,
"U Zwickauer Damm (Berlin)","13.483859","52.423229",,"Rolltreppe",,"not-barrier-free",,,,,,,,
