lat	lon	title	description	icon	iconSize	iconOffset
52.4167195	9.6032806	Auf der Horst/Marshof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4179322	9.6151953	Friedhof auf der Horst	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4162011	9.6337272	Wissenschaftspark Marienwerder	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4157545	9.6428180	JÃ¤dekamp	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4131531	9.6481845	Auf der Klappenburg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4100542	9.6523716	Lauckerthof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3956255	9.6382964		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3948977	9.6492803		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4403849	9.7257167	Langenhagen Mitte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4378965	9.7338054	Langenhagen / Langenforther Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4379050	9.7410929	Langenhagen / Zentrum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4369039	9.7541067	Langenhagen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4375004	9.7478042	Langenhagen / Kurt-Schumacher-Allee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4226467	9.6898149	Nordhafen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4197611	9.6941967	MecklenheidestraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4119401	9.7060413	Friedenauer StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4144845	9.7024536	Beneckeallee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4111880	9.7421395	Reiterstadion	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4149346	9.7520185	Papenwinkel	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4115732	9.7488310		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4118058	9.7493585	Vahrenheider Markt	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4063246	9.7386085	GroÃŸer Kolonnenweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4001941	9.6692294	Stadtfriedhof StÃ¶cken	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3915001	9.7000546	HerrenhÃ¤user GÃ¤rten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3946870	9.7309714		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4028153	9.7355069	BÃ¼ttnerstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3983541	9.7361836	Niedersachsenring	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3945438	9.7354651	DragonerstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3932012	9.7134853	HaltenhoffstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3910449	9.7209177	An der Strangriede	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3869705	9.7234140	KopernikusstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3914184	9.7348922	Vahrenwalder Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3890834	9.7512326	Lister Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3838445	9.7464987	SedanstraÃŸe/Lister Meile	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4184072	9.7652068	Tempelhofweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4196102	9.7593553	Zehlendorfweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4171195	9.7721934	Bahnstrift	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4155679	9.7811047	Alte Heide	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4059515	9.7995418	NoltemeyerbrÃ¼cke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4171058	9.8297338	Oldenburger Allee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4089136	9.80868	In den Sieben StÃ¼cken	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4090482	9.81757	Paracelsusweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4140191	9.8243953	Stadtfriedhof Lahe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3955177	9.7642342	Vier Grenzen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3957974	9.7643493		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3975586	9.7716338	PelikanstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4028058	9.7874900	KrÃ¤utergarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3927598	9.7580902	LortzingstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3900065	9.8187891	Roderbruch	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3886804	9.8136554	Roderbruchmarkt	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3842059	9.8085162	Medizinische Hochschule	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.0382181	8.5131967		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.0387072	8.5140454		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.0331088	8.5428813		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.0335268	8.5434999		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3327800	9.1888504	Bahnhof Stadthagen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3771064	9.6643783	Ahlem	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3438456	9.6672415	Empelde	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3773541	9.6732549	EhrhartstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3773075	9.6843168	BrunnenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3638397	9.7074662	Sternwarte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3636772	9.7075091	Sternwarte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3611980	9.7093373	Lindener Berg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3612714	9.7095862	Lindener Berg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3652653	9.7084790	Martinskirche	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3653963	9.7089682	Martinskirche	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3815800	9.7256117	Christuskirche	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3802111	9.7283771		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3758943	9.7324725	Steintor	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3784269	9.7431214	Hauptbahnhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3743433	9.7385235	KrÃ¶pcke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3733607	9.7393597	KrÃ¶pcke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3720078	9.7353096		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.376603	9.7408819		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3771985	9.7419407		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3766453	9.7412919		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3677561	9.7296143	Waterlooplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.362165	9.7218768	Allerweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3622715	9.7166946	CharlottenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3617962	9.7334252	AWD-Arena	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3617700	9.7337686	AWD-Arena	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3692767	9.7436729	Aegidientorplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3711524	9.7414477		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3687543	9.7434311	Aegidientorplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3696315	9.7434674	Aegidientorplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3697520	9.7427722	Aegidientorplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3671094	9.7399178	Rathaus/BleichenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3668369	9.7400379	Rathaus/BleichenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3699770	9.7531490	MarienstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3697962	9.7534313	MarienstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3701787	9.7526417	MarienstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3699167	9.7526417	MarienstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3643906	9.7397252	Maschsee/Sprengel Museum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3637669	9.7390471	Maschsee/Sprengel Museum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3629590	9.7524046		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3613081	9.7464988		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3644007	9.7474107	SchlÃ¤gerstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3602292	9.6860196	KÃ¶rtingsdorfer Weg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3410605	9.6931227	MÃ¼hlenberger Markt	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3419899	9.7099834	Bartold-Knaust-StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3579892	9.7228323	StadionbrÃ¼cke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3607263	9.7121697	Deisterplatz/Bornummer StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3580956	9.7291680	Sporthalle	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3580432	9.7294942	Sporthalle	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3591073	9.7329789	Stadionbad	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3591806	9.7327901	Stadionbad	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3586076	9.7229345	StationbrÃ¼cke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3581899	9.7231170	StationbrÃ¼cke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3587544	9.7252605	StadionbrÃ¼cke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3522902	9.7223301	Bahnhof Linden/Fischerhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3531788	9.7221652	Bahnhof Linden/Fischerhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3530529	9.7219161	Bahnhof Linden/Fischerhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3596126	9.7510491	GeibelstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3544194	9.7463484		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3552674	9.7542985	Altenbekener Damm	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3474051	9.7239291	SchÃ¼nemannplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3419436	9.7178386	WallensteinstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3436643	9.7251743	BeekestraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3814770	9.7667110	Zoo	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3778081	9.7681007		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3778273	9.7689662		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3778291	9.7688637		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3774623	9.7691993	Hannover Congress Centrum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3777924	9.7682122		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3778277	9.7687948		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3769960	9.7682208	Hannover Congress Centrum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3705009	9.7620459	Braunschweiger Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3703418	9.7589656		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3710987	9.7732139	ClausewitzstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3694302	9.7718035	Freundallee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3647010	9.7725118	KerstingstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3626731	9.7775468	Kinderkrankenhaus auf der Bult	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3752546	9.8078657	Bahnhof Karl-Wiechert-Allee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3745273	9.8086142	Hannover Karl-Wiechert-Allee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3705311	9.8033783	Nackenberg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3694867	9.8079589	Annastift	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3656595	9.8131557	BleekstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3613171	9.8330972	Tiergarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3568176	9.7925876	ZuschlagstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3542501	9.7965651	BÃ¼nteweg/TierÃ¤rztliche Hochschule	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3452887	9.7622296	DÃ¶hrener Turm	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3411394	9.7660829	FiedelerstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3507784	9.804458	August-Madsack-StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3479635	9.811795	Seelhorster Allee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3456398	9.8202052	EmslandstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3444334	9.8280014	BrabeckstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3421367	9.8363183	Feldbuschwende	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3363566	9.6906495	TresckowstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3330282	9.6907175	Wettbergen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3327113	9.7733806	BothmerstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3281811	9.7774982	WiehbergstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3349825	9.7975088	Am Mittelfelde	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3237309	9.7831100	Am Brabrinke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3193551	9.7867532	Laatzen / Werner-von-Siemens-Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3342618	9.8299275	KrÃ¼gerskamp	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3386652	9.8334430	Kronsberg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3277889	9.8045000	Messe Nord	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3269023	9.8246610	Stockholmer Alee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3220642	9.8221048	Messe / Ost	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3146868	9.7921962	Laatzen EichstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3116005	9.7959852	Laatzen/aquaLaatzium	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3140737	9.8027687		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.306694	9.809455	Laatzen / Zentrum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3068375	9.7999599	Laatzen Krankenhaus	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3021147	9.8045902	Laatzen / Neuer Schlag	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.300308	9.8080149	Laatzen / Ginsterweg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.1056354	9.3544250		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.1032910	9.3571483		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.1874912	9.6096561		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4883355	10.0173551	Otze	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4383534	9.8474868	AltwarmbÃ¼chen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4310931	9.8464149	AltwarmbÃ¼chen/Zentrum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4491850	10.0030433	Burgdorf (Han)	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4503054	10.0058981	Garfield	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4510730	10.0099077	neuapostolische Kirche	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4523418	10.0101462	Landeskirchliche Gemeinschaft	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4499480	10.0098911	GÃ¼nter May	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4495314	10.0122577	Niedrig-Preis	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4461452	10.0048196	Subway	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4453977	10.0063946	Rathaus III	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4464494	10.0039453	Black Horse	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4461361	10.0058475	Deutsche Bank	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4468381	10.0063894	Stadtsparkasse Burgdorf	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4463909	10.0044173	Karos Fotostudio	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4473169	10.0062054	Zweirad Schiwy	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4474362	10.0054692	Stadtmuseum Burgdorf	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4467184	10.0042677	Criscenti	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4467716	10.0055827	Grill am Brandende	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4462452	10.0044649	Fahrschule Baxmann	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4471556	10.0053248	Michelangelo	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4473568	10.0060487		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4463394	10.0075440	Dittmann	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4457679	10.0070449	Burgdorfer Biergarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4483153	10.0076680		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4473369	10.0123860		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4467509	10.0089585	Bosselmann	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4469523	10.0105118	E - Cramer	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4470027	10.0103872	SchÃ¤fer's Backstube	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4472741	10.0120215	Vital Apotheke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4459698	10.0091327	Volksbank Hannover	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4485659	10.0119966	Fahrrad Lie.Be	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4459169	10.0087298	C&A	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4473007	10.0108867	Schuhhaus Goslar	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4469011	10.0087272	HÃ¤hnchen-Bar	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4453533	10.0088354	Speise-Express	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4472158	10.0103117	ex-Post-Apo	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4469456	10.0089911	Commerzbank	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4469456	10.0100463	Kreissparkasse Hannover	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4468799	10.0097114	Mac Geiz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4468374	10.0094018	ReisebÃ¼ro	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4469224	10.0103939		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4467784	10.0121170	REWE	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4264178	9.8461925	AltwarmbÃ¼chen/Ernst-Grote-StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4034621	9.9793430	Aligse	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4492825	10.3218186	Meinersen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4564130	10.4279049	Leiferde	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4622342	10.5370621	Einkaufszentrum SÃ¼d	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4561218	10.5458232	Gifhorn	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.5513328	10.8423356		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4188472	10.7172251	Volksbank	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4294624	10.7871326	Wolfsburg Hbf	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4293005	10.7871633		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.4253809	10.7770830	Global Inn	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3606011	9.8444858	OstfeldstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3596152	9.8508252	KÃ¶nigsberger Ring	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3585476	9.8576972	Anderten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3183740	9.9626902	Sehnde	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.2520050	9.9665358	Algermissen	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3265653	10.2081302	Friedhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3262506	10.2089456	Friedhof	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3269148	10.2268348		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3230543	10.2299667	BodenstedtstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.2064459	9.9657371	Harsum	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.3287715	10.6692513		wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.2220707	11.0104787	Helmstedt	wheelchair node	/images/barrier-free.png	28,34	-8,-8
52.2220931	11.0102354		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5503262	6.8765273	Bergarena	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5433896	6.8849572		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4369347	6.7611538	Kultur- und Stadthistorisches Museum Duisburg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4222846	6.8529831	Ulmenallee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4222401	6.853002	Ulmenallee	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4856211	6.9692502		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4844383	6.9713064		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4839857	6.9720236		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4843825	6.9714048		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4291048	6.8679618		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4275236	6.8798447	Stadtmitte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4275363	6.8799053	Stadtmitte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4301026	6.8829000		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4301384	6.8782758	Rathausmarkt	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4321579	6.8978855	BrÃ¼ckstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4266020	6.8624152	KÃ¶nigstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4244412	6.8621307	Broicher Mitte	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4207108	6.8595582	ThÃ¼ringer StraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4586131	7.0055902	Limbecker Platz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4549069	7.0131262	Lichtburg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4593671	7.0169779		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4558232	7.0126387	Peek & Cloppenburg	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4555273	7.0126884	Thalia	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4522005	7.0126369	Hauptpost	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4541902	7.0128343	Dom Apotheke	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4509447	7.0137097	Ein-/Ausgang Freiheit	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4518414	7.013581	Ein-/Ausgang City	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4516336	7.0135802	Gleis 1-2	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4514214	7.013607	Gleis 4-6	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.45149	7.0133011	Essen Hbf	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4512004	7.0136346	Gleis 7-10	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4510884	7.0136534	Gleis 11-12	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4422859	6.9977289	Gemarkenplatz	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4230039	6.9872374	Grugapark Eingang Grugabad	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4237945	6.9865629	Spielplatz am Grugabad	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4306814	6.99634	Grugapark Eingang Grugahalle	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4316613	6.9907042	Orangerie	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4079072	7.0200578		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.4050843	7.0160419		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.7316033	7.5352218		wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5253743	7.4706226	BrunnenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5220988	7.4599462	LeopoldstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5237202	7.4705772	BrunnenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5237778	7.4702909	BrunnenstraÃŸe	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5106990	7.4647129	Stadtgarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5108370	7.4644585	Stadtgarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5106843	7.4650016	Stadtgarten	wheelchair node	/images/barrier-free.png	28,34	-8,-8
51.5078302	7.4693224	Dortmund-Stadthaus	wheelchair node	/images/barrier-free.png	28,34	-8,-8
